gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-03-33-019,11723395.868000,3123867.007936,16.444913,2.030050,-2.039118,-0.000598,0.017829,-0.008389,2.340896
2020-10-13-16-03-33-029,11723395.888481,3123866.987353,16.445058,2.030700,-2.038093,0.002823,0.017694,-0.008316,2.340891
2020-10-13-16-03-33-039,11723395.908912,3123866.966952,16.444980,2.030992,-2.038000,0.000439,0.017471,-0.008256,2.340881
2020-10-13-16-03-33-049,11723395.929333,3123866.946500,16.444896,2.030809,-2.038667,-0.002742,0.017412,-0.008179,2.340863
2020-10-13-16-03-33-059,11723395.949776,3123866.926038,16.444778,2.031389,-2.038512,-0.006461,0.017533,-0.008143,2.340852
2020-10-13-16-03-33-069,11723395.970202,3123866.905595,16.444668,2.031415,-2.037997,-0.006663,0.017687,-0.008085,2.340828
2020-10-13-16-03-33-079,11723395.990652,3123866.885228,16.444565,2.031762,-2.036515,-0.002560,0.017570,-0.007966,2.340789
2020-10-13-16-03-33-089,11723396.011074,3123866.864793,16.444457,2.031336,-2.037043,-0.004337,0.017306,-0.007853,2.340759
2020-10-13-16-03-33-099,11723396.031515,3123866.844340,16.444309,2.031945,-2.037861,-0.008581,0.017144,-0.007739,2.340746
2020-10-13-16-03-33-109,11723396.051952,3123866.823895,16.444111,2.032012,-2.037699,-0.014195,0.017174,-0.007665,2.340725
2020-10-13-16-03-33-119,11723396.072384,3123866.803539,16.443908,2.031006,-2.036484,-0.011978,0.017595,-0.007651,2.340699
2020-10-13-16-03-33-130,11723396.092815,3123866.783106,16.443776,2.030396,-2.035218,-0.007262,0.017610,-0.007609,2.340676
2020-10-13-16-03-33-140,11723396.113239,3123866.762679,16.443660,2.029745,-2.034306,-0.004541,0.017430,-0.007557,2.340649
2020-10-13-16-03-33-150,11723396.133630,3123866.742266,16.443557,2.027542,-2.033686,-0.002844,0.017156,-0.007445,2.340635
2020-10-13-16-03-33-160,11723396.154049,3123866.721940,16.443369,2.027864,-2.032379,-0.007641,0.017102,-0.007444,2.340602
2020-10-13-16-03-33-170,11723396.174430,3123866.701550,16.443255,2.027006,-2.032142,-0.005954,0.017270,-0.007438,2.340577
2020-10-13-16-03-33-180,11723396.194823,3123866.681156,16.443194,2.026278,-2.030814,-0.000433,0.017439,-0.007426,2.340542
2020-10-13-16-03-33-190,11723396.215220,3123866.660773,16.443163,2.026795,-2.029703,0.003891,0.017295,-0.007417,2.340514
2020-10-13-16-03-33-200,11723396.235606,3123866.640466,16.443093,2.026624,-2.030918,0.004154,0.016912,-0.007368,2.340497
2020-10-13-16-03-33-210,11723396.256000,3123866.620069,16.443060,2.027181,-2.031709,0.003318,0.016845,-0.007365,2.340483
2020-10-13-16-03-33-220,11723396.276386,3123866.599668,16.443027,2.026193,-2.031770,0.002921,0.016886,-0.007404,2.340464
2020-10-13-16-03-33-230,11723396.296759,3123866.579284,16.443022,2.025222,-2.030759,0.004951,0.016943,-0.007435,2.340434
2020-10-13-16-03-33-240,11723396.317137,3123866.558979,16.443010,2.025313,-2.030454,0.008080,0.016803,-0.007460,2.340396
2020-10-13-16-03-33-250,11723396.337502,3123866.538598,16.443022,2.024659,-2.030104,0.007765,0.016609,-0.007451,2.340363
2020-10-13-16-03-33-259,11723396.357876,3123866.518207,16.443009,2.024895,-2.030404,0.005116,0.016442,-0.007437,2.340345
2020-10-13-16-03-33-269,11723396.378253,3123866.497826,16.442964,2.025205,-2.029595,0.001323,0.016456,-0.007489,2.340314
2020-10-13-16-03-33-279,11723396.398613,3123866.477536,16.442911,2.024805,-2.029417,0.002968,0.016623,-0.007537,2.340272
2020-10-13-16-03-33-289,11723396.418984,3123866.457148,16.442892,2.024310,-2.029445,0.003745,0.016504,-0.007545,2.340245
2020-10-13-16-03-33-299,11723396.439347,3123866.436768,16.442861,2.024353,-2.029694,0.002791,0.016304,-0.007549,2.340222
2020-10-13-16-03-33-309,11723396.459712,3123866.416383,16.442800,2.024657,-2.030097,-0.000138,0.016213,-0.007547,2.340204
2020-10-13-16-03-33-319,11723396.480083,3123866.396075,16.442676,2.024293,-2.030107,-0.003312,0.016335,-0.007595,2.340169
2020-10-13-16-03-33-329,11723396.500434,3123866.375695,16.442600,2.023584,-2.029975,-0.002937,0.016402,-0.007591,2.340147
2020-10-13-16-03-33-339,11723396.520799,3123866.355315,16.442518,2.023516,-2.028569,-0.003116,0.016255,-0.007577,2.340116
2020-10-13-16-03-33-349,11723396.541149,3123866.334934,16.442390,2.023196,-2.029003,-0.006924,0.016032,-0.007571,2.340085
2020-10-13-16-03-33-359,11723396.561505,3123866.314620,16.442191,2.023428,-2.030387,-0.011169,0.016145,-0.007536,2.340048
2020-10-13-16-03-33-369,11723396.581861,3123866.294237,16.442025,2.023860,-2.029779,-0.012565,0.016293,-0.007557,2.340026
2020-10-13-16-03-33-380,11723396.602218,3123866.273857,16.441868,2.023494,-2.028614,-0.011546,0.016375,-0.007507,2.340003
2020-10-13-16-03-33-390,11723396.622553,3123866.253496,16.441723,2.022746,-2.027804,-0.009838,0.016311,-0.007466,2.339973
2020-10-13-16-03-33-400,11723396.642900,3123866.233188,16.441510,2.022022,-2.028690,-0.012099,0.016134,-0.007408,2.339945
2020-10-13-16-03-33-410,11723396.663243,3123866.212807,16.441322,2.022305,-2.028940,-0.013967,0.016209,-0.007381,2.339931
2020-10-13-16-03-33-420,11723396.683573,3123866.192437,16.441131,2.021574,-2.028377,-0.014513,0.016391,-0.007375,2.339916
2020-10-13-16-03-33-430,11723396.703901,3123866.172070,16.440973,2.020683,-2.027265,-0.011724,0.016566,-0.007336,2.339890
2020-10-13-16-03-33-440,11723396.724241,3123866.151781,16.440806,2.020716,-2.026507,-0.008545,0.016338,-0.007240,2.339872
2020-10-13-16-03-33-450,11723396.744561,3123866.131418,16.440642,2.020892,-2.027432,-0.010522,0.016221,-0.007146,2.339862
2020-10-13-16-03-33-460,11723396.764887,3123866.111042,16.440461,2.020792,-2.028081,-0.012882,0.016239,-0.007079,2.339855
2020-10-13-16-03-33-470,11723396.785204,3123866.090673,16.440267,2.020505,-2.028202,-0.014668,0.016449,-0.007047,2.339847
2020-10-13-16-03-33-480,11723396.805529,3123866.070395,16.440096,2.020019,-2.026668,-0.009258,0.016657,-0.007003,2.339847
2020-10-13-16-03-33-490,11723396.825841,3123866.050024,16.439977,2.018886,-2.026951,-0.005813,0.016633,-0.006924,2.339835
2020-10-13-16-03-33-500,11723396.846159,3123866.029658,16.439862,2.019132,-2.026363,-0.004844,0.016457,-0.006828,2.339829
2020-10-13-16-03-33-509,11723396.866468,3123866.009296,16.439730,2.018874,-2.026245,-0.006502,0.016301,-0.006761,2.339817
2020-10-13-16-03-33-519,11723396.886782,3123865.989024,16.439534,2.019175,-2.025753,-0.009644,0.016555,-0.006751,2.339792
2020-10-13-16-03-33-529,11723396.907082,3123865.968660,16.439412,2.017860,-2.026099,-0.007576,0.016735,-0.006729,2.339770
2020-10-13-16-03-33-539,11723396.927376,3123865.948314,16.439323,2.017453,-2.024868,-0.003836,0.016804,-0.006691,2.339751
2020-10-13-16-03-33-549,11723396.947695,3123865.927959,16.439245,2.018124,-2.023791,-0.001816,0.016631,-0.006630,2.339730
2020-10-13-16-03-33-559,11723396.967999,3123865.907692,16.439107,2.018695,-2.024704,-0.003701,0.016524,-0.006600,2.339700
2020-10-13-16-03-33-569,11723396.988304,3123865.887342,16.439010,2.018747,-2.024704,-0.004595,0.016579,-0.006585,2.339677
2020-10-13-16-03-33-579,11723397.008598,3123865.867004,16.438918,2.017753,-2.023578,-0.004574,0.016751,-0.006614,2.339644
2020-10-13-16-03-33-589,11723397.028885,3123865.846680,16.438864,2.016863,-2.022066,-0.001215,0.016877,-0.006595,2.339619
2020-10-13-16-03-33-599,11723397.049182,3123865.826437,16.438807,2.016891,-2.020911,0.002941,0.016806,-0.006593,2.339577
2020-10-13-16-03-33-609,11723397.069475,3123865.806123,16.438794,2.017469,-2.020476,0.004730,0.016710,-0.006556,2.339549
2020-10-13-16-03-33-619,11723397.089770,3123865.785803,16.438772,2.017645,-2.020739,0.003940,0.016681,-0.006545,2.339510
2020-10-13-16-03-33-630,11723397.110046,3123865.765584,16.438715,2.016047,-2.019929,0.003241,0.016692,-0.006530,2.339480
2020-10-13-16-03-33-640,11723397.130326,3123865.745282,16.438704,2.016167,-2.019569,0.003661,0.016738,-0.006535,2.339444
2020-10-13-16-03-33-650,11723397.150619,3123865.724975,16.438708,2.016832,-2.019117,0.005274,0.016785,-0.006543,2.339412
2020-10-13-16-03-33-660,11723397.170911,3123865.704671,16.438730,2.017494,-2.019384,0.007303,0.016779,-0.006548,2.339389
2020-10-13-16-03-33-670,11723397.191187,3123865.684372,16.438772,2.016162,-2.018846,0.009526,0.016655,-0.006554,2.339367
2020-10-13-16-03-33-680,11723397.211451,3123865.664174,16.438761,2.014740,-2.017169,0.008193,0.016513,-0.006547,2.339351
2020-10-13-16-03-33-690,11723397.231712,3123865.643893,16.438788,2.014092,-2.016682,0.007480,0.016440,-0.006541,2.339321
2020-10-13-16-03-33-700,11723397.251973,3123865.623614,16.438818,2.013937,-2.016462,0.007426,0.016445,-0.006567,2.339281
2020-10-13-16-03-33-710,11723397.272243,3123865.603336,16.438847,2.014295,-2.015911,0.007371,0.016395,-0.006585,2.339247
2020-10-13-16-03-33-720,11723397.292520,3123865.583157,16.438839,2.015359,-2.014722,0.006941,0.016196,-0.006601,2.339227
2020-10-13-16-03-33-730,11723397.312790,3123865.562899,16.438842,2.015502,-2.014202,0.004602,0.016072,-0.006604,2.339202
2020-10-13-16-03-33-740,11723397.333061,3123865.542641,16.438837,2.015106,-2.013835,0.003290,0.016069,-0.006629,2.339176
2020-10-13-16-03-33-750,11723397.353332,3123865.522397,16.438841,2.015508,-2.013047,0.003813,0.016154,-0.006678,2.339157
2020-10-13-16-03-33-759,11723397.373603,3123865.502253,16.438851,2.014964,-2.010831,0.008148,0.016052,-0.006684,2.339148
2020-10-13-16-03-33-769,11723397.393859,3123865.482043,16.438892,2.014001,-2.009039,0.009315,0.015783,-0.006681,2.339127
2020-10-13-16-03-33-779,11723397.414102,3123865.461836,16.438910,2.012757,-2.008694,0.007208,0.015544,-0.006674,2.339099
2020-10-13-16-03-33-789,11723397.434354,3123865.441707,16.438875,2.012688,-2.008901,0.004999,0.015685,-0.006720,2.339071
2020-10-13-16-03-33-799,11723397.454606,3123865.421504,16.438909,2.013174,-2.008298,0.007671,0.015823,-0.006748,2.339053
2020-10-13-16-03-33-809,11723397.474871,3123865.401310,16.438980,2.014015,-2.006630,0.012111,0.015769,-0.006775,2.339016
2020-10-13-16-03-33-819,11723397.495125,3123865.381126,16.439066,2.014339,-2.006403,0.014303,0.015389,-0.006746,2.338982
2020-10-13-16-03-33-829,11723397.515366,3123865.360942,16.439111,2.013876,-2.007095,0.011068,0.014972,-0.006719,2.338962
2020-10-13-16-03-33-839,11723397.535623,3123865.340812,16.439027,2.013427,-2.008505,0.001388,0.015081,-0.006755,2.338954
2020-10-13-16-03-33-849,11723397.555872,3123865.320618,16.439013,2.013563,-2.008186,0.000856,0.015423,-0.006810,2.338929
2020-10-13-16-03-33-859,11723397.576136,3123865.300428,16.439048,2.013879,-2.006480,0.005914,0.015571,-0.006830,2.338900
2020-10-13-16-03-33-869,11723397.596369,3123865.280335,16.439051,2.012692,-2.005920,0.007470,0.014987,-0.006730,2.338863
2020-10-13-16-03-33-880,11723397.616615,3123865.260140,16.439024,2.012361,-2.006799,0.000790,0.014579,-0.006665,2.338833
2020-10-13-16-03-33-890,11723397.636855,3123865.239939,16.438907,2.013003,-2.008910,-0.009533,0.014542,-0.006636,2.338800
2020-10-13-16-03-33-900,11723397.657105,3123865.219727,16.438740,2.013775,-2.009883,-0.016105,0.014933,-0.006654,2.338768
2020-10-13-16-03-33-910,11723397.677354,3123865.199596,16.438612,2.012519,-2.008399,-0.008514,0.015345,-0.006671,2.338741
2020-10-13-16-03-33-920,11723397.697601,3123865.179389,16.438517,2.012138,-2.007150,-0.004851,0.015186,-0.006599,2.338709
2020-10-13-16-03-33-930,11723397.717835,3123865.159198,16.438406,2.012248,-2.006920,-0.006027,0.014818,-0.006511,2.338677
2020-10-13-16-03-33-940,11723397.738063,3123865.138995,16.438243,2.011207,-2.007346,-0.011556,0.014570,-0.006424,2.338647
2020-10-13-16-03-33-950,11723397.758285,3123865.118784,16.438029,2.010003,-2.007997,-0.017812,0.014641,-0.006379,2.338623
2020-10-13-16-03-33-960,11723397.778474,3123865.098693,16.437817,2.007607,-2.005640,-0.015173,0.015338,-0.006421,2.338589
2020-10-13-16-03-33-970,11723397.798670,3123865.078511,16.437702,2.007090,-2.004782,-0.007635,0.015481,-0.006361,2.338549
2020-10-13-16-03-33-980,11723397.818871,3123865.058332,16.437628,2.007357,-2.004071,-0.001925,0.015244,-0.006292,2.338507
2020-10-13-16-03-33-990,11723397.839065,3123865.038220,16.437455,2.007371,-2.006301,-0.007479,0.014816,-0.006196,2.338479
2020-10-13-16-03-34-000,11723397.859254,3123865.018027,16.437310,2.007280,-2.006800,-0.011508,0.014852,-0.006150,2.338462
2020-10-13-16-03-34-009,11723397.879428,3123864.997835,16.437145,2.006298,-2.007157,-0.014029,0.015102,-0.006150,2.338431
2020-10-13-16-03-34-019,11723397.899608,3123864.977634,16.437015,2.005958,-2.007093,-0.010957,0.015454,-0.006152,2.338407
2020-10-13-16-03-34-029,11723397.919786,3123864.957530,16.436920,2.005160,-2.005404,-0.003217,0.015279,-0.006103,2.338386
2020-10-13-16-03-34-039,11723397.939959,3123864.937302,16.436919,2.004346,-2.004825,-0.002159,0.015093,-0.006047,2.338362
2020-10-13-16-03-34-049,11723397.960141,3123864.917116,16.436955,2.003021,-2.004355,-0.004039,0.014961,-0.006014,2.338338
2020-10-13-16-03-34-059,11723397.980317,3123864.896926,16.436971,2.002162,-2.004691,-0.006878,0.015084,-0.006004,2.338307
2020-10-13-16-03-34-069,11723398.000480,3123864.876754,16.436995,2.001407,-2.003746,-0.007009,0.015365,-0.005993,2.338273
2020-10-13-16-03-34-079,11723398.020686,3123864.856613,16.437134,2.002145,-2.002841,-0.001062,0.015507,-0.006013,2.338244
2020-10-13-16-03-34-089,11723398.040867,3123864.836442,16.437223,2.003135,-2.002538,0.001406,0.015395,-0.005976,2.338222
2020-10-13-16-03-34-099,11723398.061039,3123864.816273,16.437300,2.003293,-2.003123,0.000656,0.015213,-0.005953,2.338195
2020-10-13-16-03-34-109,11723398.081209,3123864.796091,16.437346,2.002581,-2.004029,-0.002697,0.015187,-0.005960,2.338179
2020-10-13-16-03-34-119,11723398.101391,3123864.775963,16.437447,2.001604,-2.002822,-0.003600,0.015484,-0.005975,2.338166
2020-10-13-16-03-34-130,11723398.121565,3123864.755796,16.437507,2.001998,-2.001958,-0.002852,0.015578,-0.005967,2.338143
2020-10-13-16-03-34-140,11723398.141723,3123864.735640,16.437579,2.001775,-2.001642,-0.001308,0.015598,-0.005958,2.338122
2020-10-13-16-03-34-150,11723398.161889,3123864.715478,16.437645,2.001849,-2.001647,-0.001282,0.015548,-0.005976,2.338093
2020-10-13-16-03-34-160,11723398.182070,3123864.695359,16.437725,2.001346,-2.001137,-0.005018,0.015397,-0.005909,2.338082
2020-10-13-16-03-34-170,11723398.202227,3123864.675207,16.437729,2.000954,-2.000746,-0.008694,0.015441,-0.005919,2.338057
2020-10-13-16-03-34-180,11723398.222383,3123864.655049,16.437726,2.001301,-2.001709,-0.010043,0.015621,-0.005910,2.338031
2020-10-13-16-03-34-190,11723398.242560,3123864.634883,16.437735,2.002532,-2.001936,-0.008895,0.015831,-0.005942,2.338006
2020-10-13-16-03-34-200,11723398.262745,3123864.614766,16.437812,2.002110,-2.001320,-0.006345,0.015607,-0.005891,2.337993
2020-10-13-16-03-34-210,11723398.282908,3123864.594619,16.437799,2.001975,-2.000505,-0.009156,0.015433,-0.005876,2.337974
2020-10-13-16-03-34-220,11723398.303071,3123864.574464,16.437732,2.001603,-2.000526,-0.014913,0.015328,-0.005865,2.337953
2020-10-13-16-03-34-230,11723398.323223,3123864.554308,16.437646,2.001230,-2.001441,-0.018228,0.015545,-0.005849,2.337935
2020-10-13-16-03-34-240,11723398.343411,3123864.534189,16.437638,2.001486,-2.000905,-0.015964,0.015794,-0.005890,2.337908
2020-10-13-16-03-34-250,11723398.363578,3123864.514035,16.437584,2.001591,-2.000130,-0.013635,0.015802,-0.005874,2.337877
2020-10-13-16-03-34-259,11723398.383747,3123864.493897,16.437531,2.002338,-1.999056,-0.012705,0.015570,-0.005830,2.337855
2020-10-13-16-03-34-269,11723398.403914,3123864.473786,16.437463,2.001124,-2.000520,-0.018795,0.015458,-0.005816,2.337823
2020-10-13-16-03-34-279,11723398.424066,3123864.453631,16.437350,2.000416,-2.000805,-0.020273,0.015649,-0.005842,2.337800
2020-10-13-16-03-34-289,11723398.444217,3123864.433484,16.437257,2.000552,-2.000446,-0.018046,0.015973,-0.005895,2.337767
2020-10-13-16-03-34-299,11723398.464375,3123864.413348,16.437234,2.000526,-1.998196,-0.010535,0.016120,-0.005897,2.337728
2020-10-13-16-03-34-309,11723398.484514,3123864.393235,16.437259,1.999736,-1.996437,-0.004037,0.015898,-0.005851,2.337694
2020-10-13-16-03-34-319,11723398.504654,3123864.373147,16.437267,1.998270,-1.997705,-0.008783,0.015483,-0.005837,2.337649
2020-10-13-16-03-34-329,11723398.524783,3123864.353016,16.437237,1.998136,-1.998267,-0.010604,0.015661,-0.005852,2.337605
2020-10-13-16-03-34-339,11723398.544908,3123864.332894,16.437239,1.997892,-1.997624,-0.008060,0.016039,-0.005896,2.337569
2020-10-13-16-03-34-349,11723398.565050,3123864.312779,16.437329,1.998687,-1.995983,0.000360,0.016285,-0.005926,2.337526
2020-10-13-16-03-34-359,11723398.585190,3123864.292720,16.437525,1.997764,-1.994757,0.007700,0.015944,-0.005895,2.337483
2020-10-13-16-03-34-369,11723398.605303,3123864.272629,16.437667,1.997891,-1.994806,0.009191,0.015713,-0.005858,2.337448
2020-10-13-16-03-34-380,11723398.625435,3123864.252527,16.437776,1.998291,-1.994485,0.005631,0.015641,-0.005867,2.337419
2020-10-13-16-03-34-390,11723398.645559,3123864.232438,16.437875,1.998200,-1.993846,0.002997,0.015848,-0.005903,2.337386
2020-10-13-16-03-34-400,11723398.665698,3123864.212403,16.438126,1.997902,-1.992214,0.011434,0.016333,-0.005984,2.337348
2020-10-13-16-03-34-410,11723398.685817,3123864.192329,16.438357,1.997258,-1.991493,0.017507,0.016183,-0.005960,2.337318
2020-10-13-16-03-34-420,11723398.705941,3123864.172263,16.438590,1.998291,-1.991479,0.018700,0.015840,-0.005910,2.337299
2020-10-13-16-03-34-430,11723398.726081,3123864.152198,16.438743,1.999795,-1.991177,0.011440,0.015512,-0.005879,2.337276
2020-10-13-16-03-34-440,11723398.746221,3123864.132150,16.438858,1.999092,-1.993561,0.000782,0.015769,-0.005958,2.337258
2020-10-13-16-03-34-450,11723398.766346,3123864.112066,16.438939,1.998347,-1.993616,-0.001709,0.016016,-0.006026,2.337243
2020-10-13-16-03-34-460,11723398.786479,3123864.091980,16.439037,1.998506,-1.993299,0.000252,0.016228,-0.006090,2.337230
2020-10-13-16-03-34-470,11723398.806644,3123864.071952,16.439203,1.999289,-1.991082,0.002761,0.015818,-0.006098,2.337220
2020-10-13-16-03-34-480,11723398.826759,3123864.051890,16.439262,1.998041,-1.991300,-0.001596,0.015549,-0.006147,2.337210
2020-10-13-16-03-34-490,11723398.846870,3123864.031828,16.439273,1.996703,-1.990860,-0.007260,0.015473,-0.006188,2.337207
2020-10-13-16-03-34-500,11723398.866970,3123864.011774,16.439245,1.995344,-1.989796,-0.011839,0.015659,-0.006303,2.337183
2020-10-13-16-03-34-509,11723398.887062,3123863.991742,16.439234,1.995194,-1.988474,-0.011173,0.015955,-0.006450,2.337158
2020-10-13-16-03-34-519,11723398.907192,3123863.971736,16.439363,1.995300,-1.987694,-0.002285,0.015820,-0.006513,2.337143
2020-10-13-16-03-34-529,11723398.927289,3123863.951708,16.439415,1.995504,-1.987059,-0.000459,0.015531,-0.006569,2.337131
2020-10-13-16-03-34-539,11723398.947376,3123863.931685,16.439447,1.995542,-1.987253,-0.002262,0.015218,-0.006604,2.337117
2020-10-13-16-03-34-549,11723398.967478,3123863.911651,16.439433,1.995987,-1.987549,-0.007166,0.015168,-0.006705,2.337100
2020-10-13-16-03-34-559,11723398.987594,3123863.891664,16.439510,1.996062,-1.987360,-0.004619,0.015511,-0.006815,2.337090
2020-10-13-16-03-34-569,11723399.007691,3123863.871644,16.439577,1.995685,-1.986173,0.000278,0.015484,-0.006913,2.337078
2020-10-13-16-03-34-579,11723399.027790,3123863.851629,16.439669,1.995359,-1.985196,0.003740,0.015229,-0.006944,2.337072
2020-10-13-16-03-34-589,11723399.047881,3123863.831622,16.439761,1.995304,-1.984856,0.004493,0.014922,-0.006954,2.337059
2020-10-13-16-03-34-599,11723399.067995,3123863.811655,16.439867,1.995595,-1.984892,0.000921,0.014848,-0.007017,2.337049
2020-10-13-16-03-34-609,11723399.088084,3123863.791659,16.439952,1.995327,-1.984023,0.001630,0.014935,-0.007079,2.337032
2020-10-13-16-03-34-619,11723399.108186,3123863.771668,16.440070,1.995847,-1.982863,0.004999,0.014900,-0.007107,2.337006
2020-10-13-16-03-34-630,11723399.128313,3123863.751711,16.440238,1.997057,-1.983485,0.005444,0.014558,-0.007059,2.336981
2020-10-13-16-03-34-640,11723399.148415,3123863.731722,16.440340,1.997711,-1.984225,0.003834,0.014298,-0.007036,2.336963
2020-10-13-16-03-34-650,11723399.168535,3123863.711714,16.440417,1.998447,-1.985191,0.000772,0.014283,-0.007013,2.336950
2020-10-13-16-03-34-660,11723399.188653,3123863.691720,16.440495,1.998456,-1.984155,0.000322,0.014400,-0.007015,2.336932
2020-10-13-16-03-34-670,11723399.208757,3123863.671726,16.440611,1.997139,-1.983651,0.003734,0.014405,-0.006980,2.336910
2020-10-13-16-03-34-680,11723399.228903,3123863.651780,16.440778,1.997958,-1.982273,0.005097,0.014084,-0.006857,2.336876
2020-10-13-16-03-34-690,11723399.249015,3123863.631793,16.440871,1.997839,-1.982788,0.003292,0.013851,-0.006766,2.336845
2020-10-13-16-03-34-700,11723399.269128,3123863.611807,16.440927,1.997756,-1.982886,-0.000769,0.013796,-0.006681,2.336815
2020-10-13-16-03-34-710,11723399.289232,3123863.591827,16.440966,1.996838,-1.982222,-0.003364,0.013856,-0.006645,2.336786
2020-10-13-16-03-34-720,11723399.309344,3123863.571896,16.441123,1.996273,-1.981338,0.002590,0.014105,-0.006578,2.336741
2020-10-13-16-03-34-730,11723399.329458,3123863.551920,16.441232,1.996919,-1.980587,0.005542,0.013900,-0.006490,2.336696
2020-10-13-16-03-34-740,11723399.349550,3123863.531951,16.441325,1.996337,-1.981127,0.004481,0.013587,-0.006394,2.336657
2020-10-13-16-03-34-750,11723399.369643,3123863.511971,16.441392,1.995537,-1.981600,0.001619,0.013432,-0.006295,2.336631
2020-10-13-16-03-34-759,11723399.389733,3123863.492043,16.441496,1.993750,-1.980925,-0.000078,0.013822,-0.006339,2.336573
2020-10-13-16-03-34-769,11723399.409797,3123863.472085,16.441604,1.992780,-1.979989,0.004467,0.013960,-0.006266,2.336532
2020-10-13-16-03-34-779,11723399.429866,3123863.452136,16.441738,1.992949,-1.978771,0.008109,0.013898,-0.006228,2.336491
2020-10-13-16-03-34-789,11723399.449928,3123863.432184,16.441864,1.991937,-1.978041,0.008424,0.013592,-0.006188,2.336442
2020-10-13-16-03-34-799,11723399.469987,3123863.412253,16.441987,1.990529,-1.979858,0.002941,0.013521,-0.006180,2.336402
2020-10-13-16-03-34-809,11723399.490029,3123863.392291,16.442056,1.990359,-1.980099,0.000171,0.013690,-0.006207,2.336359
2020-10-13-16-03-34-819,11723399.510072,3123863.372329,16.442152,1.990387,-1.979994,0.002252,0.013929,-0.006223,2.336320
2020-10-13-16-03-34-829,11723399.530100,3123863.352389,16.442281,1.989532,-1.978359,0.006217,0.013944,-0.006246,2.336287
2020-10-13-16-03-34-839,11723399.550145,3123863.332467,16.442415,1.988298,-1.978818,0.003564,0.013607,-0.006245,2.336254
2020-10-13-16-03-34-849,11723399.570169,3123863.312518,16.442481,1.988620,-1.978538,0.000563,0.013605,-0.006281,2.336222
2020-10-13-16-03-34-859,11723399.590179,3123863.292576,16.442524,1.988130,-1.978437,-0.002243,0.013769,-0.006360,2.336189
2020-10-13-16-03-34-869,11723399.610197,3123863.272686,16.442660,1.986173,-1.976219,0.001566,0.013961,-0.006408,2.336167
2020-10-13-16-03-34-880,11723399.630181,3123863.252763,16.442739,1.984667,-1.975678,0.002688,0.013911,-0.006450,2.336137
2020-10-13-16-03-34-890,11723399.650176,3123863.232839,16.442823,1.985117,-1.975215,0.003318,0.013832,-0.006457,2.336108
2020-10-13-16-03-34-900,11723399.670172,3123863.212919,16.442889,1.985973,-1.975123,0.001560,0.013769,-0.006478,2.336087
2020-10-13-16-03-34-910,11723399.690177,3123863.193040,16.442984,1.985591,-1.975549,-0.000686,0.013915,-0.006529,2.336073
2020-10-13-16-03-34-920,11723399.710158,3123863.173123,16.443039,1.984689,-1.975066,-0.000331,0.014045,-0.006558,2.336058
2020-10-13-16-03-34-930,11723399.730143,3123863.153210,16.443109,1.984902,-1.974651,0.001473,0.014100,-0.006577,2.336043
2020-10-13-16-03-34-940,11723399.750141,3123863.133289,16.443188,1.985769,-1.974780,0.002789,0.013984,-0.006557,2.336033
2020-10-13-16-03-34-950,11723399.770128,3123863.113372,16.443242,1.985743,-1.975016,0.001028,0.013826,-0.006564,2.336023
2020-10-13-16-03-34-960,11723399.790115,3123863.093495,16.443312,1.984045,-1.975020,-0.002543,0.013930,-0.006594,2.336025
2020-10-13-16-03-34-970,11723399.810074,3123863.073587,16.443352,1.982689,-1.974365,-0.002057,0.014131,-0.006631,2.336014
2020-10-13-16-03-34-980,11723399.830039,3123863.053685,16.443420,1.982741,-1.973392,0.000987,0.014220,-0.006624,2.336008
2020-10-13-16-03-34-990,11723399.849995,3123863.033786,16.443509,1.982394,-1.973018,0.003858,0.014111,-0.006630,2.335997
2020-10-13-16-03-35-000,11723399.869969,3123863.013916,16.443600,1.981779,-1.973664,0.000481,0.013843,-0.006614,2.335995
2020-10-13-16-03-35-009,11723399.889922,3123862.994002,16.443644,1.981546,-1.974280,-0.001105,0.013937,-0.006628,2.335991
2020-10-13-16-03-35-019,11723399.909871,3123862.974103,16.443694,1.981833,-1.973556,-0.000871,0.014144,-0.006686,2.335979
2020-10-13-16-03-35-029,11723399.929843,3123862.954245,16.443848,1.981838,-1.972369,0.004425,0.014115,-0.006683,2.335971
2020-10-13-16-03-35-039,11723399.949873,3123862.934397,16.443841,1.981142,-1.971891,0.004395,0.013935,-0.006680,2.335963
2020-10-13-16-03-35-049,11723399.969874,3123862.914522,16.443836,1.981201,-1.972825,0.003169,0.013793,-0.006638,2.335958
2020-10-13-16-03-35-059,11723399.989889,3123862.894649,16.443795,1.982290,-1.972612,-0.000721,0.013811,-0.006646,2.335939
2020-10-13-16-03-35-069,11723400.009906,3123862.874781,16.443731,1.982339,-1.971490,-0.003985,0.013920,-0.006690,2.335929
2020-10-13-16-03-35-079,11723400.029953,3123862.854971,16.443724,1.981777,-1.969525,0.001955,0.014200,-0.006701,2.335901
2020-10-13-16-03-35-089,11723400.049963,3123862.835125,16.443734,1.981373,-1.968438,0.004870,0.014100,-0.006703,2.335882
2020-10-13-16-03-35-099,11723400.069966,3123862.815293,16.443761,1.981757,-1.968279,0.006880,0.013948,-0.006628,2.335866
